Категория;Секция;Подкатегория;Услуга;Описание;HTML_Opis;Цена;Срок выполнения;Примечания;Ссылка
Serwis Laptopów;Naprawy i usługi serwisowe (opcjonalne);Ekran i obudowa;Wymiana lub uzupełnienie pojedynczych elementów obudowy (śruby, mocowania, klipsy);Kompleksowa naprawa i konserwacja laptopów wszystkich marek.;<p>Wymiana lub uzupełnienie pojedynczych elementów obudowy (śruby, mocowania, klipsy)</p><br><p>Kompleksowa naprawa i konserwacja laptopów wszystkich marek.</p>;20-60;1-3 dni;;
Serwis Laptopów;Naprawy i usługi serwisowe (opcjonalne);Ekran i obudowa;Wymiana baterii wewnętrznej (integralnej w zamkniętej obudowie);Kompleksowa naprawa i konserwacja laptopów wszystkich marek.;<p>Wymiana baterii wewnętrznej (integralnej w zamkniętej obudowie)</p><br><p>Kompleksowa naprawa i konserwacja laptopów wszystkich marek.</p>;120 + część;1-3 dni;;
Serwis Laptopów;Naprawy i usługi serwisowe (opcjonalne);Ekran i obudowa;Naprawa lub wymiana przycisku zasilania;Kompleksowa naprawa i konserwacja laptopów wszystkich marek.;<p>Naprawa lub wymiana przycisku zasilania</p><br><p>Kompleksowa naprawa i konserwacja laptopów wszystkich marek.</p>;100 + część;1-3 dni;;
Serwis Laptopów;Naprawy i usługi serwisowe (opcjonalne);Ekran i obudowa;Przełożenie podzespołów do nowej obudowy;Kompleksowa naprawa i konserwacja laptopów wszystkich marek.;<p>Przełożenie podzespołów do nowej obudowy</p><br><p>Kompleksowa naprawa i konserwacja laptopów wszystkich marek.</p>;250;1-3 dni;;
Serwis Laptopów;Naprawy i usługi serwisowe (opcjonalne);Klawiatura / touchpad;Czyszczenie klawiatury + dezynfekcja (bez rozbierania);Kompleksowa naprawa i konserwacja laptopów wszystkich marek.;<p>Czyszczenie klawiatury + dezynfekcja (bez rozbierania)</p><br><p>Kompleksowa naprawa i konserwacja laptopów wszystkich marek.</p>;40;od ręki;;
Serwis Laptopów;Naprawy i usługi serwisowe (opcjonalne);Klawiatura / touchpad;Wymiana pojedynczego klawisza (keycap / stabilizator, jeśli możliwe);Kompleksowa naprawa i konserwacja laptopów wszystkich marek.;<p>Wymiana pojedynczego klawisza (keycap / stabilizator, jeśli możliwe)</p><br><p>Kompleksowa naprawa i konserwacja laptopów wszystkich marek.</p>;20-40 + część;1-3 dni;;
Serwis Laptopów;Naprawy i usługi serwisowe (opcjonalne);Klawiatura / touchpad;Naprawa lub wymiana klawiatury przykręcanej;Kompleksowa naprawa i konserwacja laptopów wszystkich marek.;<p>Naprawa lub wymiana klawiatury przykręcanej</p><br><p>Kompleksowa naprawa i konserwacja laptopów wszystkich marek.</p>;120 + część;1-3 dni;;
Serwis Laptopów;Naprawy i usługi serwisowe (opcjonalne);Klawiatura / touchpad;Naprawa lub wymiana klawiatury zintegrowanej z obudową (lutowanej lub klejonej);Kompleksowa naprawa i konserwacja laptopów wszystkich marek.;<p>Naprawa lub wymiana klawiatury zintegrowanej z obudową (lutowanej lub klejonej)</p><br><p>Kompleksowa naprawa i konserwacja laptopów wszystkich marek.</p>;150 + część;1-3 dni;;
Serwis Laptopów;Naprawy i usługi serwisowe (opcjonalne);Klawiatura / touchpad;Wymiana klawiatury podświetlanej (RGB / LED);Kompleksowa naprawa i konserwacja laptopów wszystkich marek.;<p>Wymiana klawiatury podświetlanej (RGB / LED)</p><br><p>Kompleksowa naprawa i konserwacja laptopów wszystkich marek.</p>;150 + część;1-3 dni;;
Serwis Laptopów;Naprawy i usługi serwisowe (opcjonalne);Klawiatura / touchpad;Naprawa lub wymiana touchpada (trackpad);Kompleksowa naprawa i konserwacja laptopów wszystkich marek.;<p>Naprawa lub wymiana touchpada (trackpad)</p><br><p>Kompleksowa naprawa i konserwacja laptopów wszystkich marek.</p>;120 + część;1-3 dni;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Czy warto naprawiać, czy lepiej kupić nowe?;Czy warto naprawiać, czy lepiej kupić nowe?;To zależy od usterki i dostępności części. Zawsze wykonujemy bezpłatną diagnozę wstępną i informujemy, czy naprawa jest opłacalna. Jeżeli naprawa się nie opłaca – powiemy to otwarcie.;<p>To zależy od usterki i dostępności części. Zawsze wykonujemy bezpłatną diagnozę wstępną i informujemy, czy naprawa jest opłacalna. Jeżeli naprawa się nie opłaca – powiemy to otwarcie.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Jak wygląda proces naprawy?;Jak wygląda proces naprawy?;Najpierw przeprowadzamy szybką diagnostykę, przygotowujemy wycenę, a po jej akceptacji przystępujemy do naprawy. W razie potrzeby zamawiamy niezbędne części i informujemy o czasie realizacji.;<p>Najpierw przeprowadzamy szybką diagnostykę, przygotowujemy wycenę, a po jej akceptacji przystępujemy do naprawy. W razie potrzeby zamawiamy niezbędne części i informujemy o czasie realizacji.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Ile trwa naprawa?;Ile trwa naprawa?;"Typowo 1–3 dni robocze. Gdy trzeba zamówić części lub usterka jest złożona (np. płyta główna), czas może być dłuższy; na bieżąco informujemy o statusie.";"<p>Typowo 1–3 dni robocze. Gdy trzeba zamówić części lub usterka jest złożona (np. płyta główna), czas może być dłuższy; na bieżąco informujemy o statusie.</p>";;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Czy oferujecie dojazd do Klienta? Czy mogę samodzielnie dostarczyć urządzenie do naprawy?;Czy oferujecie dojazd do Klienta? Czy mogę samodzielnie dostarczyć urządzenie do naprawy?;Tak, świadczymy usługi serwisowe we Wrocławiu i okolicach.  Dojazd serwisanta i diagnoza są GRATIS, jeśli Klient akceptuje zaproponowany koszt naprawy. W przypadku prostych usterek możemy naprawić urządzenie na miejscu, a jeśli zajdzie taka potrzeba – zabierzemy je do naszego serwisu.  W przypadku rezygnacji z naprawy koszt wizyty wynosi 50 zł brutto (czas + dojazd serwisanta).  Oczywiście mogą Państwo również samodzielnie dostarczyć urządzenie do naszej siedziby we Wrocławiu. Na miejscu zapewniamy kompleksową, szybką i bezpłatną diagnostykę w obecności Klienta, miłe przywitanie oraz darmową kawę lub herbatę.;<p>Tak, świadczymy usługi serwisowe we Wrocławiu i okolicach.</p><br><p>Dojazd serwisanta i diagnoza są GRATIS, jeśli Klient akceptuje zaproponowany koszt naprawy. W przypadku prostych usterek możemy naprawić urządzenie na miejscu, a jeśli zajdzie taka potrzeba – zabierzemy je do naszego serwisu.</p><br><p>W przypadku rezygnacji z naprawy koszt wizyty wynosi 50 zł brutto (czas + dojazd serwisanta).</p><br><p>Oczywiście mogą Państwo również samodzielnie dostarczyć urządzenie do naszej siedziby we Wrocławiu. Na miejscu zapewniamy kompleksową, szybką i bezpłatną diagnostykę w obecności Klienta, miłe przywitanie oraz darmową kawę lub herbatę.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Czy mogę dostarczyć urządzenie kurierem?;Czy mogę dostarczyć urządzenie kurierem?;Tak. Otrzymasz od nas instrukcję bezpiecznego pakowania.  Po naprawie odeślemy urządzenie do Ciebie.;<p>Tak. Otrzymasz od nas instrukcję bezpiecznego pakowania.</p><br><p>Po naprawie odeślemy urządzenie do Ciebie.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Czy naprawa wpływa na gwarancję producenta?;Czy naprawa wpływa na gwarancję producenta?;Jeżeli naprawa wymaga działań naruszających warunki gwarancji — poinformujemy Cię o tym przed jej wykonaniem.;<p>Jeżeli naprawa wymaga działań naruszających warunki gwarancji — poinformujemy Cię o tym przed jej wykonaniem.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Czy udzielacie gwarancji na naprawy?;Czy udzielacie gwarancji na naprawy?;Tak. **3–12 miesięcy**, w zależności od rodzaju naprawy i wymienionych części.;<p>Tak. <strong>3–12 miesięcy</strong>, w zależności od rodzaju naprawy i wymienionych części.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Czy naprawiacie komputery / drukarki wszystkich marek?;Czy naprawiacie komputery / drukarki wszystkich marek?;Tak. Naprawiamy m.in. HP, Dell, Lenovo, ASUS, Acer, MSI, Apple i inne.;<p>Tak. Naprawiamy m.in. HP, Dell, Lenovo, ASUS, Acer, MSI, Apple i inne.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Czy oferujecie drukarkę zastępczą na czas naprawy?;Czy oferujecie drukarkę zastępczą na czas naprawy?;Tak. W razie potrzeby zapewniamy drukarkę zastępczą — bez przestoju w pracy.;<p>Tak. W razie potrzeby zapewniamy drukarkę zastępczą — bez przestoju w pracy.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Czy utracę dane?;Czy utracę dane?;Nie — w naprawach systemowych i mechanicznych chronimy dane. Przy operacjach ryzykownych (np. wymiana dysku, reinstalacja po awarii) proponujemy backup lub odzysk danych przed pracami.;<p>Nie — w naprawach systemowych i mechanicznych chronimy dane. Przy operacjach ryzykownych (np. wymiana dysku, reinstalacja po awarii) proponujemy backup lub odzysk danych przed pracami.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Czy odzyskacie dane po awarii?;Czy odzyskacie dane po awarii?;Tak — od prostych przypadków (logiczne uszkodzenia) po bardziej złożone (nośnik uszkodzony). Zawsze informujemy o szansach i kosztach przed startem prac.;<p>Tak — od prostych przypadków (logiczne uszkodzenia) po bardziej złożone (nośnik uszkodzony). Zawsze informujemy o szansach i kosztach przed startem prac.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);Czy naprawiacie po zalaniu?;Czy naprawiacie po zalaniu?;Tak. Wykonujemy mycie płyty w myjce ultradźwiękowej, usuwamy korozję, wymieniamy uszkodzone elementy. Czas i koszt zależą od skali, im szybciej sprzęt trafi do serwisu, tym większa szansa powodzenia.;<p>Tak. Wykonujemy mycie płyty w myjce ultradźwiękowej, usuwamy korozję, wymieniamy uszkodzone elementy. Czas i koszt zależą od skali, im szybciej sprzęt trafi do serwisu, tym większa szansa powodzenia.</p>;;;;
Serwis Laptopów;Najczęściej zadawane pytania (FAQ);To ceny brutto czy netto?;To ceny brutto czy netto?;Wszystkie podane ceny są **brutto (z VAT)**.;<p>Wszystkie podane ceny są <strong>brutto (z VAT)</strong>.</p>;;;;
Serwis Komputerów Stacjonarnych;Diagnoza i wycena;;Wstępna diagnoza i wycena online (Opis problemu przez WhatsApp/stronę internetową/telefon - pomożemy ustalić, czy naprawa się opłaca);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Wstępna diagnoza i wycena online (Opis problemu przez WhatsApp/stronę internetową/telefon - pomożemy ustalić, czy naprawa się opłaca)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;GRATIS;15 min;GRATIS;
Serwis Komputerów Stacjonarnych;Diagnoza i wycena;;Diagnoza i wycena naprawy (przy dostawie do serwisu) (również w razie rezygnacji z naprawy);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Diagnoza i wycena naprawy (przy dostawie do serwisu) (również w razie rezygnacji z naprawy)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;GRATIS;24 h;GRATIS;
Serwis Komputerów Stacjonarnych;Diagnoza i wycena;;Diagnoza i wycena w formie pisemnej (bez naprawy, np. dla ubezpieczyciela);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Diagnoza i wycena w formie pisemnej (bez naprawy, np. dla ubezpieczyciela)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;90;1-3 dni;GRATIS;
Serwis Komputerów Stacjonarnych;Diagnoza i wycena;;Usługi w trybie ekspresowym (do 24 godzin, stawka z cennika);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Usługi w trybie ekspresowym (do 24 godzin, stawka z cennika)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;+ 100% do ceny;24 h;GRATIS;
Serwis Komputerów Stacjonarnych;Dojazd;;Dojazd (przy zleceniu naprawy) (Wrocław do 10 km, w tym diagnoza);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Dojazd (przy zleceniu naprawy) (Wrocław do 10 km, w tym diagnoza)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;GRATIS;1-3 dni;GRATIS;
Serwis Komputerów Stacjonarnych;Dojazd;;Dojazd (przy rezygnacji z naprawy) (Wrocław do 10 km, diagnoza + naprawy do 15 min);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Dojazd (przy rezygnacji z naprawy) (Wrocław do 10 km, diagnoza + naprawy do 15 min)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;100;1-3 dni;GRATIS;
Serwis Komputerów Stacjonarnych;Dojazd;;Dojazd (powyżej 10 km) (liczony w obie strony);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Dojazd (powyżej 10 km) (liczony w obie strony)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;1,5 zł/km;1-3 dni;GRATIS;
Serwis Komputerów Stacjonarnych;Dojazd;;Dostarczenie naprawionego urządzenia (Wrocław do 10 km, obie strony);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Dostarczenie naprawionego urządzenia (Wrocław do 10 km, obie strony)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;1,5 zł/km;1-3 dni;GRATIS;
Serwis Komputerów Stacjonarnych;Dojazd;;Usługi w trybie ekspresowym (do 24 godzin);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Usługi w trybie ekspresowym (do 24 godzin)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;+ 100% do ceny;24 h;GRATIS;
Serwis Komputerów Stacjonarnych;Czyszczenie i konserwacja (bez naprawy);;PODSTAWOWY do 30 min. (przegląd i profilaktyka, zmniejsza ryzyko awarii i stresu – demontaż obudowy, czyszczenie wentylatorów i radiatorów, wymiana past termoprzewodzących CPU/GPU, usunięcie kurzu i zanieczyszczeń, testy obciążeniowe + test temperatur);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>PODSTAWOWY do 30 min.</p><p>(przegląd i profilaktyka, zmniejsza ryzyko awarii i stresu – demontaż obudowy, czyszczenie wentylatorów i radiatorów, wymiana past termoprzewodzących CPU/GPU, usunięcie kurzu i zanieczyszczeń, testy obciążeniowe + test temperatur)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;120;1-3 dni;;
Serwis Komputerów Stacjonarnych;Czyszczenie i konserwacja (bez naprawy);;STANDARD do 1 godziny (standardowa konserwacja) (Zakres PODSTAWOWY + wymiana / dopasowanie termopadów, konserwacja portów, krótki test pamięci RAM i dysku SMART);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>STANDARD do 1 godziny (standardowa konserwacja)</p><p>(Zakres PODSTAWOWY + wymiana / dopasowanie termopadów, konserwacja portów, krótki test pamięci RAM i dysku SMART)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;160;1-3 dni;;
Serwis Komputerów Stacjonarnych;Czyszczenie i konserwacja (bez naprawy);;PREMIUM do 2 godzin (pełna konserwacja) (Zakres STANDARD + porządkowanie okablowania i kanałów powietrznych, czyszczenie klawiatury i portów wewnętrznych, aktualizacja BIOS/UEFI (jeśli wskazana), długie testy obciążeniowe (CPU / GPU / RAM));Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>PREMIUM do 2 godzin (pełna konserwacja)</p><p>(Zakres STANDARD + porządkowanie okablowania i kanałów powietrznych, czyszczenie klawiatury i portów wewnętrznych, aktualizacja BIOS/UEFI (jeśli wskazana), długie testy obciążeniowe (CPU / GPU / RAM))</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;200;1-3 dni;;
Serwis Komputerów Stacjonarnych;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie;Instalacja systemu Windows/Linux z aktualizacjami i sterownikami (bez zachowania danych) (Nie instalujemy oprogramowania bez ważnej i legalnej licencji (pirackich wersji). Pomagamy w zakupie licencji.);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Instalacja systemu Windows/Linux z aktualizacjami i sterownikami (bez zachowania danych) (Nie instalujemy oprogramowania bez ważnej i legalnej licencji (pirackich wersji). Pomagamy w zakupie licencji.)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;150;1-2 dni;;
Serwis Komputerów Stacjonarnych;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie;Instalacja systemu z zachowaniem danych;Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Instalacja systemu z zachowaniem danych</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;200;1-2 dni;;
Serwis Komputerów Stacjonarnych;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie;Instalacja systemu operacyjnego MAC OS X;Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Instalacja systemu operacyjnego MAC OS X</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;250;1-2 dni;;
Serwis Komputerów Stacjonarnych;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie;Instalacja i konfiguracja oprogramowania (pakietów biurowych/multimedialnych) / sterowników;Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Instalacja i konfiguracja oprogramowania</p><p>(pakietów biurowych/multimedialnych) / sterowników</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;120 / godzinę;1-2 dni;;
Serwis Komputerów Stacjonarnych;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie;Naprawa i optymalizacja systemu operacyjnego Windows (problemy z uruchomieniem systemu, zapętlanie się przy starcie, restartowanie się, zawieszanie się lub wolna praca);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Naprawa i optymalizacja systemu operacyjnego Windows (problemy z uruchomieniem systemu, zapętlanie się przy starcie, restartowanie się, zawieszanie się lub wolna praca)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;100;1-2 dni;;
Serwis Komputerów Stacjonarnych;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie;Kopia (odzyskanie) danych z uszkodzonego systemu (w przypadku awarii systemu Windows, aby odzyskać dokumenty (word, excel, itp), zdjęcia, filmy i inne pliki);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Kopia (odzyskanie) danych z uszkodzonego systemu</p><p>(w przypadku awarii systemu Windows, aby odzyskać dokumenty (word, excel, itp), zdjęcia, filmy i inne pliki)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;150;1-3 dni;;
Serwis Komputerów Stacjonarnych;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie;Przywracanie systemu z partycji Recovery (jeśli dostępne);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Przywracanie systemu z partycji Recovery (jeśli dostępne)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;100;1-2 dni;;
Serwis Komputerów Stacjonarnych;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie;Rozwiązywanie problemów z aktualizacjami Windows (odzyskiwanie systemu po błędnej aktualizacji / BSOD);Diagnostyka, naprawa i modernizacja jednostek centralnych.;<p>Rozwiązywanie problemów z aktualizacjami Windows (odzyskiwanie systemu po błędnej aktualizacji / BSOD)</p><br><p>Diagnostyka, naprawa i modernizacja jednostek centralnych.</p>;100-180;1-2 dni;;
